report_section,report_category,change_id,area,change_type,difference_category,identifier,section,page,old_page,new_page,preview,display_title,old_value,new_value,detail,similarity
Structural Changes,Pages removed,CHG-0581,page,removed,page_removed,Page 88,,88,88,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0582,page,removed,page_removed,Page 90,,90,90,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0583,page,removed,page_removed,Page 91,,91,91,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0584,page,removed,page_removed,Page 92,,92,92,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0585,page,removed,page_removed,Page 94,,94,94,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0586,page,removed,page_removed,Page 110,,110,110,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0587,page,removed,page_removed,Page 111,,111,111,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0588,page,removed,page_removed,Page 112,,112,112,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0589,page,removed,page_removed,Page 114,,114,114,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0590,page,removed,page_removed,Page 116,,116,116,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0591,page,removed,page_removed,Page 118,,118,118,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0592,page,removed,page_removed,Page 121,,121,121,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0593,page,removed,page_removed,Page 122,,122,122,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0594,page,removed,page_removed,Page 125,,125,125,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0595,page,removed,page_removed,Page 126,,126,126,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0596,page,removed,page_removed,Page 127,,127,127,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0597,page,removed,page_removed,Page 128,,128,128,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0598,page,removed,page_removed,Page 129,,129,129,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0599,page,removed,page_removed,Page 133,,133,133,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0600,page,removed,page_removed,Page 134,,134,134,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0601,page,removed,page_removed,Page 135,,135,135,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0602,page,removed,page_removed,Page 137,,137,137,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0603,page,removed,page_removed,Page 139,,139,139,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0604,page,removed,page_removed,Page 140,,140,140,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0605,page,removed,page_removed,Page 141,,141,141,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0606,page,removed,page_removed,Page 142,,142,142,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0607,page,removed,page_removed,Page 143,,143,143,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0608,page,removed,page_removed,Page 144,,144,144,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0609,page,removed,page_removed,Page 148,,148,148,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0610,page,removed,page_removed,Page 149,,149,149,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0611,page,removed,page_removed,Page 150,,150,150,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0612,page,removed,page_removed,Page 154,,154,154,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0613,page,removed,page_removed,Page 155,,155,155,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0614,page,removed,page_removed,Page 156,,156,156,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0615,page,removed,page_removed,Page 157,,157,157,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0616,page,removed,page_removed,Page 158,,158,158,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0617,page,removed,page_removed,Page 161,,161,161,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0618,page,removed,page_removed,Page 162,,162,162,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0619,page,removed,page_removed,Page 168,,168,168,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0620,page,removed,page_removed,Page 176,,176,176,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0621,page,removed,page_removed,Page 179,,179,179,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0622,page,removed,page_removed,Page 184,,184,184,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0623,page,removed,page_removed,Page 189,,189,189,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0624,page,removed,page_removed,Page 190,,190,190,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0625,page,removed,page_removed,Page 208,,208,208,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0626,page,removed,page_removed,Page 213,,213,213,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0627,page,removed,page_removed,Page 214,,214,214,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0628,page,removed,page_removed,Page 215,,215,215,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0629,page,removed,page_removed,Page 216,,216,216,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0630,page,removed,page_removed,Page 217,,217,217,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0631,page,removed,page_removed,Page 218,,218,218,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0632,page,removed,page_removed,Page 221,,221,221,,,Page removed,,,Removed page,1.0
Structural Changes,Pages added,CHG-0633,page,added,page_added,Page 6,,6,,6,,Page added,,,Added page,1.0
Structural Changes,Pages added,CHG-0634,page,added,page_added,Page 7,,7,,7,,Page added,,,Added page,1.0
Structural Changes,Pages added,CHG-0635,page,added,page_added,Page 9,,9,,9,,Page added,,,Added page,1.0
Structural Changes,Pages added,CHG-0636,page,added,page_added,Page 12,,12,,12,,Page added,,,Added page,1.0
Structural Changes,Pages added,CHG-0637,page,added,page_added,Page 15,,15,,15,,Page added,,,Added page,1.0
Structural Changes,Pages added,CHG-0638,page,added,page_added,Page 16,,16,,16,,Page added,,,Added page,1.0
Structural Changes,Pages added,CHG-0639,page,added,page_added,Page 18,,18,,18,,Page added,,,Added page,1.0
Structural Changes,Pages added,CHG-0640,page,added,page_added,Page 19,,19,,19,,Page added,,,Added page,1.0
Structural Changes,Pages added,CHG-0641,page,added,page_added,Page 21,,21,,21,,Page added,,,Added page,1.0
Structural Changes,Pages added,CHG-0642,page,added,page_added,Page 26,,26,,26,,Page added,,,Added page,1.0
Structural Changes,Pages added,CHG-0643,page,added,page_added,Page 28,,28,,28,,Page added,,,Added page,1.0
Structural Changes,Pages added,CHG-0644,page,added,page_added,Page 29,,29,,29,,Page added,,,Added page,1.0
Structural Changes,Pages added,CHG-0645,page,added,page_added,Page 30,,30,,30,,Page added,,,Added page,1.0
Structural Changes,Pages added,CHG-0646,page,added,page_added,Page 31,,31,,31,,Page added,,,Added page,1.0
Structural Changes,Pages added,CHG-0647,page,added,page_added,Page 32,,32,,32,,Page added,,,Added page,1.0
Structural Changes,Pages added,CHG-0648,page,added,page_added,Page 35,,35,,35,,Page added,,,Added page,1.0
